height,weight
69.77827,118.6649
69.80498,151.548
64.7488,136.3069
69.07965,124.0522
71.74579,148.3826
68.51708,125.1696
65.24486,119.642
67.91544,139.3144
67.29212,142.3005
69.88334,133.8676
71.00788,143.4924
67.9501,110.3671
65.46233,101.7174
68.9074,121.8405
67.8618,122.2685
67.26833,122.3568
68.99077,125.7211
68.92581,110.0091
66.66413,118.4386
68.18689,116.6239
70.96078,138.1647
69.24794,125.3082
68.51561,122.5108
66.40732,111.0917
69.10032,140.3478
69.70668,125.4368
66.07982,104.0078
67.32597,135.9051
68.87881,143.5392
66.12824,130.6234
67.0502,143.097
64.60008,113.2583
67.20582,112.23
66.07277,123.7771
68.06372,123.56
67.30874,135.062
69.37798,153.3498
66.57575,127.931
69.74848,138.0935
68.12343,118.1774
64.81954,99.80369
68.45736,121.5602
70.00856,126.6624
67.76797,116.0487
68.38893,112.4658
68.52314,146.2621
69.54378,136.0772
68.8942,135.3984
69.15551,152.127
67.26086,120.1009
68.90478,120.921
68.42739,133.4786
69.07345,156.9797
71.86882,124.1575
66.67599,122.0323
67.86012,116.6222
70.87098,136.8526
68.20992,143.3398
67.59674,125.118
67.30654,136.3496
69.08049,137.2105
71.00101,135.5008
65.59808,122.1915
71.1465,131.7157
67.09232,138.4092
65.16672,108.6499
67.20849,131.6754
68.38857,153.2032
67.9803,132.8359
69.2047,140.5522
65.97479,113.5152
68.74193,116.7499
65.76272,118.194
62.01666,109.0848
65.05533,125.8786
65.17403,125.2493
68.26749,122.9496
67.17586,115.5093
71.0256,126.3278
70.20339,137.6673
69.09147,131.6457
65.92524,135.0721
66.43547,118.2885
68.65041,144.86
69.6757,134.3107
67.07925,137.0927
69.37216,124.5841
67.30477,123.9033
65.35569,125.5137
68.87387,122.7388
70.61722,131.0053
70.19356,148.1844
68.57138,138.3081
69.21256,120.7853
68.33274,137.9826
66.86786,123.6055
66.26559,132.9041
67.02309,126.8851
66.37498,122.0791
68.9421,118.0776
65.84644,114.6007
68.60374,145.1284
68.43352,97.83008
68.71036,126.5518
69.72637,122.6604
68.26431,124.0211
68.0793,130.2869
65.54023,117.5058
66.88569,130.0115
66.12667,114.907
65.73096,124.0377
70.27495,135.9954
68.13272,126.5551
68.04005,117.5716
67.24533,122.5965
68.05335,120.2172
67.70635,119.8849
71.88803,147.8657
70.31889,126.6473
68.54457,133.0212
67.44271,142.4967
66.13711,118.1549
70.02453,106.5897
69.23248,132.5571
69.04682,141.238
69.57565,134.8488
65.30966,123.9832
66.09817,117.8259
67.42176,119.9688
67.61141,113.2781
67.99597,124.7397
71.64536,122.4384
64.35103,132.7265
65.51837,133.997
70.58364,135.3762
68.17805,123.2437
65.3068,129.9528
64.62267,110.5318
68.11498,136.6981
67.96947,105.7521
67.19635,120.2431
69.44904,126.7259
64.78426,96.84397
70.92362,142.0399
67.63863,117.784
72.01515,138.7758
69.15034,127.5277
65.67533,95.8643
68.56296,129.1019
66.60043,130.1472
66.76888,109.2297
66.45796,133.9175
68.07289,129.6271
67.37365,107.4966
67.37954,122.8752
68.44603,110.3778
67.69871,127.2036
72.08529,148.5511
68.85531,113.9658
66.05144,119.3036
72.33364,133.6214
66.20537,116.068
69.66247,133.9579
68.18153,128.3747
70.92408,140.4445
69.48146,128.6789
69.65526,151.1571
68.00746,119.2101
68.97033,135.912
68.28771,142.5192
68.49506,122.879
69.37225,124.8294
64.83179,112.8573
67.80396,139.6093
69.60375,136.9242
65.27402,123.5437
64.13956,93.09256
68.14798,140.0075
68.28765,126.7902
64.76018,123.5229
67.14612,122.8747
67.42626,110.1731
68.07996,128.6478
66.74124,121.5255
66.97235,112.1711
67.28023,124.094
64.85395,111.9585
69.68057,138.3259
67.42837,127.2159
68.70678,128.4009
70.35282,130.4261
66.87892,122.5671
66.30367,106.1037
67.91643,134.0842
65.65432,121.643
70.86714,127.3425
66.90136,127.7358
72.04364,141.8397
68.6366,132.6351
65.79023,123.2118
66.62148,151.6121
67.59082,110.7189
70.11684,148.1291
67.54948,111.8586
66.19745,119.4549
72.0594,148.9722
67.53601,127.3499
68.02558,121.6909
67.28425,125.0764
63.46219,131.6278
69.22848,121.1672
70.50547,131.9548
66.98559,124.8642
69.48508,123.7083
68.44566,124.6497
68.2079,109.8398
64.51717,114.9571
65.63755,126.3297
71.58625,155.8226
66.05177,124.9625
66.36863,134.281
68.15041,125.8468
66.94935,128.028
65.4048,121.4187
68.78436,125.2964
67.29306,124.5546
67.23886,142.0396
66.91364,126.6312
68.57242,106.2736
68.11235,122.6629
67.26404,121.9478
67.58447,125.4967
69.10276,135.8762
69.63647,131.0505
69.29774,136.554
66.53104,139.6883
67.61492,134.6768
66.17491,121.7871
66.90633,112.5183
66.71224,108.9156
67.59199,123.0037
69.24356,155.8277
67.44849,139.9993
67.36138,134.9196
69.54348,138.795
66.30788,114.9262
68.16944,128.8536
63.43652,126.3691
64.84823,121.4686
65.89796,116.9465
64.4832,117.5189
69.08259,120.4445
66.65442,127.9094
66.49245,109.2367
71.08333,130.1898
66.36326,116.8585
69.10289,139.7602
66.55636,124.4
70.22831,144.6741
69.54154,125.8526
67.74068,113.6562
71.81975,137.4948
71.92922,135.987
70.21997,121.1117
66.83514,104.2224
67.63533,116.7036
67.98365,120.6916
68.16608,137.8016
67.60759,132.4966
68.61263,145.4779
67.19175,135.4273
66.60066,131.2614
70.81716,137.0278
67.29744,111.402
69.86454,151.4865
69.81014,123.0582
72.3593,119.509
73.40755,129.8191
68.42995,132.477
68.48246,159.2052
70.10091,140.0683
68.37383,124.5664
68.51303,138.9157
67.09671,144.4419
68.76397,116.1651
66.95571,114.573
67.83781,148.7128
69.96933,133.341
69.17547,142.2736
70.21339,132.8196
68.62495,130.4401
67.40773,155.2615
69.68146,129.8956
69.23837,140.1161
68.22827,122.7364
67.24037,112.4023
67.66684,137.4976
66.60467,117.4884
69.04345,143.0016
68.63357,109.6821
68.30452,122.0263
67.1793,131.9955
70.1609,118.3303
67.78989,120.7787
69.75259,140.9001
66.99931,114.139
69.56655,133.0219
66.13636,116.5107
66.09344,143.7256
68.57647,120.5964
68.46766,116.7778
71.0885,134.7542
69.42921,124.1743
68.64395,136.5972
67.02379,137.789
68.57876,148.3076
63.62972,123.3694
67.31225,117.6954
66.13184,118.5572
64.71388,101.4857
66.44205,145.5992
66.18342,126.6479
66.69164,116.7514
69.72054,125.5533
68.74671,126.0762
69.91684,132.766
69.08371,133.6883
64.87434,102.0927
71.63342,133.7823
70.28184,140.9463
66.17765,108.006
70.80766,144.2022
68.13285,118.1504
64.11532,133.1515
67.2883,132.4893
64.39313,123.2547
69.21797,134.1583
68.14057,121.5594
70.28061,119.1562
69.82977,150.7596
65.42104,132.8507
65.54236,129.4864
68.16669,147.874
65.91925,119.0062
66.34608,112.6472
66.63013,118.1453
66.78068,119.4823
71.35262,149.7034
69.68547,129.6884
68.91932,125.2193
66.21851,129.637
66.69388,109.0486
67.09034,116.1753
66.44573,128.19
65.65855,111.0068
70.81757,145.2176
71.09122,139.2202
69.02832,144.247
69.52284,129.724
66.72044,115.1936
66.98566,127.6126
67.13026,123.9607
66.34056,125.5225
65.22883,117.7991
66.81973,111.675
66.09202,109.7177
69.48989,129.9777
68.87993,122.4194
72.4691,152.1181
69.31822,136.0998
64.84494,125.1476
67.15119,127.6184
67.44687,123.1274
68.65855,127.6595
71.31566,122.9654
67.41853,123.4532
65.76106,113.6272
66.65813,127.9335
66.04124,129.9792
67.33278,111.0307
72.00385,126.9701
70.58559,140.6903
68.60209,126.7976
69.50518,140.0956
68.92179,132.3365
66.55058,125.0959
67.42499,136.4474
70.48939,129.9018
65.4054,129.794
67.85116,124.6758
67.43294,122.0795
65.22518,120.5247
68.20788,130.6784
70.16181,133.7963
66.18026,122.4841
64.63061,121.5164
69.2288,123.1361
70.30804,139.5592
66.65974,100.292
67.59655,113.7564
68.2034,117.484
66.30217,125.448
67.70673,110.4494
67.85377,109.7363
66.5787,130.5048
65.00255,127.5117
70.63864,136.1993
68.97519,128.6123
65.53954,119.8531
70.80235,140.4798
71.40024,118.804
67.12772,133.4775
67.64244,135.1131
66.13335,119.3266
65.46606,106.7027
70.77144,120.9803
66.51131,122.9418
67.62189,123.3117
67.53395,144.4339
66.28735,116.4058
68.36325,93.56304
67.95677,130.6981
68.49113,120.9934
66.85582,122.8987
68.37902,133.9223
70.12447,138.252
67.20373,120.0823
68.54559,123.3066
68.2376,118.9982
69.75765,118.3588
71.10476,114.7871
69.73059,143.4439
67.25235,127.1944
70.16053,123.3076
68.79547,128.0733
68.05329,125.4398
69.33963,140.6288
65.51992,111.0786
69.37167,130.0714
67.48449,123.0402
66.88722,133.6719
72.46054,139.538
67.83732,115.3943
69.8972,148.2548
68.07466,139.4078
66.90106,132.9048
67.26935,116.3762
65.7031,127.4051
67.46962,122.3518
68.0485,139.8643
65.54201,131.28
71.33619,141.8512
69.08538,127.8524
67.43331,102.8806
68.45399,108.1145
68.92267,144.0831
65.95774,127.8589
68.04394,129.1908
67.90904,129.8693
67.16576,143.1687
66.93918,112.5864
65.67776,122.0686
66.70216,120.8874
67.63923,135.8226
68.79074,139.2679
64.35721,111.8923
67.87778,112.5046
68.44809,119.1946
66.09004,125.3156
66.32895,120.6915
66.49335,123.1309
67.09517,139.1474
68.91361,119.7951
68.44482,131.4924
70.16349,136.7408
66.42765,120.6609
68.42484,131.4501
69.86404,144.6551
65.71652,120.607
69.12972,130.6309
68.82236,122.6466
68.89269,144.723
66.93464,127.6499
69.38655,133.4961
67.28621,124.0352
67.78329,126.7556
68.33065,118.0593
66.62187,120.3299
67.83312,117.2119
67.36934,136.9061
70.53942,148.3832
70.16115,124.8956
68.29677,125.902
67.63802,129.4889
67.56584,136.2134
66.77899,122.0006
67.38237,106.1247
67.48024,130.5948
65.46827,110.4915
67.08274,145.5487
68.20687,122.5181
66.87471,124.1839
65.43279,132.7763
70.01551,129.615
68.83511,133.5565
67.47237,119.3153
70.87256,136.9799
72.8469,151.4509
71.55734,146.4177
64.24214,121.6365
69.42099,145.046
67.47153,115.3734
65.68838,119.2997
66.07042,107.3307
70.09777,148.3039
65.40144,111.9967
63.56132,118.8125
66.91548,125.9147
67.80506,124.4279
66.75437,112.4253
71.65878,130.4121
65.63126,139.7057
67.99889,138.6031
67.85523,132.0323
65.99617,123.9677
65.13204,122.8043
68.54535,126.4914
70.61107,136.0144
68.97099,122.6575
68.59114,142.5636
66.25512,137.4863
66.63726,120.3137
68.0873,127.3013
66.57052,135.6863
69.02398,130.9462
65.25753,123.4155
67.95903,115.2646
70.25009,142.8251
67.69421,127.8233
67.88791,126.7626
66.89627,114.3175
69.40222,126.5053
65.91937,120.2951
68.88487,130.892
64.45511,117.3622
68.82192,129.0373
66.44909,127.9841
70.23944,142.1361
69.67951,134.4281
67.11564,139.5681
72.70475,106.6605
69.86498,151.5925
69.25188,149.0548
67.80891,119.3174
67.73859,139.3895
64.91946,130.5654
65.72831,129.9469
70.30731,113.6596
70.83387,132.0587
70.90598,144.8867
67.66742,139.2905
64.21849,121.3899
66.59713,131.487
65.5471,119.9587
69.72107,135.1331
67.46023,123.9729
63.97761,114.6071
66.29498,125.3838
71.20184,146.1089
64.29036,129.8863
70.97786,149.5895
65.91279,101.2434
66.31277,118.3945
63.69299,127.3114
65.24029,116.5097
66.23757,122.995
68.79529,144.5481
65.80509,121.3762
69.04324,120.7318
67.17639,121.491
67.63395,123.3522
70.38866,118.807
68.87869,137.271
71.0227,140.9263
66.86196,129.0709
67.53056,117.9915
66.66933,131.2186
66.8761,135.8472
65.69418,125.5996
66.66889,111.8507
65.90324,117.2595
67.13351,109.3082
70.41567,146.7498
64.74233,113.5996
66.39716,102.9907
68.79098,141.218
67.12544,134.5897
67.56717,123.1061
64.90942,116.9994
64.47771,122.9159
69.56671,131.8861
70.345,138.3456
69.42301,116.2255
69.58501,116.3081
69.02413,120.2068
69.74866,136.4338
65.81341,127.2974
67.97544,132.68
65.52678,114.9083
69.87618,136.4152
68.33275,131.6805
63.83814,110.9801
68.68398,136.8724
72.48928,138.7557
64.89306,118.7128
69.19612,119.4294
67.55757,134.5066
64.29405,111.3888
69.22875,140.783
69.39472,124.5088
68.26403,141.0864
68.25133,115.4675
67.72313,112.5397
69.07487,129.1519
67.8991,110.5785
66.1459,117.1214
66.99225,121.0608
67.72864,117.6713
65.54355,114.8749
68.16586,120.86
69.65687,130.2491
66.16885,115.675
72.17516,134.4131
68.515,118.9934
67.75061,125.6399
66.17127,132.3032
67.13762,115.8561
65.43275,111.7034
66.87048,146.4228
67.10856,110.8966
67.96208,118.2419
68.33367,112.2217
68.13277,139.2003
71.36236,142.3522
67.17176,134.8531
67.00587,124.613
67.99529,136.5186
64.71503,133.1455
65.91096,117.1655
66.53339,124.0166
64.87852,119.364
69.63007,136.5389
69.10476,128.0676
68.89342,133.1669
67.55181,129.5468
68.46986,143.989
69.96413,141.4657
70.53792,125.9055
66.40088,126.6422
64.20227,124.2804
67.58203,107.7908
63.93049,108.3559
68.50491,122.4066
70.54483,142.3329
63.55164,119.2598
65.41373,125.9004
66.5818,131.6912
70.86609,144.0689
69.58091,131.7444
67.62197,96.74634
68.76344,132.7511
67.98509,135.5365
68.52986,130.1434
73.2731,120.6557
69.24463,126.2716
66.246,128.8387
66.82473,115.1647
67.36956,128.4464
64.68249,116.3063
65.9685,121.0642
67.26527,115.5412
65.83005,123.3074
68.04704,131.5455
66.85504,111.9391
68.26068,121.9934
68.63648,129.2673
66.43953,104.0047
63.58595,131.2403
65.03428,99.61482
66.58063,118.7891
68.88741,115.4759
68.97025,144.2462
65.59731,128.8394
65.63768,103.3615
63.58121,115.9351
68.0356,132.248
65.6959,121.712
69.05579,114.318
69.48346,133.2048
68.18722,118.3686
68.45227,122.7969
68.53173,133.5063
68.78389,141.022
66.94081,129.4569
67.15813,122.3345
68.04662,127.0141
67.37221,137.1801
66.67827,108.1567
69.91828,129.1403
67.89566,118.2086
67.42686,130.3149
68.72155,134.1575
66.80934,127.5672
69.64298,121.5795
68.77062,142.0926
68.87056,131.1289
69.95125,130.8579
66.19549,134.9518
69.13393,125.6548
67.78014,114.3622
67.36696,118.6315
68.10303,120.6951
68.62922,134.0348
67.40557,129.7861
71.68515,121.8591
68.42296,121.4696
67.71834,124.1642
69.48856,131.6375
67.94108,131.225
68.0189,129.3333
64.77087,106.5228
68.7643,138.8232
68.69784,123.3024
69.2305,146.7603
65.19143,115.6044
67.07434,137.5925
67.44722,120.0132
67.1234,123.9595
68.66772,128.1246
65.22732,115.8697
70.49459,141.9638
69.06944,159.9584
68.93595,128.5597
67.52547,148.9945
67.72767,128.2164
65.83821,133.1072
64.65454,116.1862
64.18633,118.4759
70.30789,135.1908
68.19205,114.4343
70.26048,142.8739
71.52565,142.5129
69.8469,150.5891
68.17589,135.8612
68.10873,141.6847
65.76655,122.0769
72.00809,144.9995
62.95883,122.8187
66.10796,114.8271
70.76125,131.4654
68.65728,118.4992
66.32968,129.7132
69.09455,127.3372
67.67479,119.5261
71.40333,143.8659
69.66398,133.2072
65.61686,124.6061
69.4656,131.2397
66.10635,119.1248
68.38556,133.6644
67.60891,130.389
68.99719,126.3192
68.04173,118.3399
70.23199,134.3019
68.12511,116.4182
68.96422,126.6954
69.76692,131.342
66.2936,114.019
68.34561,133.09
67.81685,147.8495
66.5626,108.4966
68.3559,123.0197
67.95071,147.4028
68.67927,120.8432
67.70956,120.9284
71.326,133.6295
66.08131,110.8231
71.32231,127.1985
66.60224,124.7741
70.52744,131.0845
70.52695,151.5058
66.9078,114.6637
69.76635,146.4205
67.07427,125.4388
68.20849,133.9785
67.72857,119.5459
62.73809,105.2201
69.80063,145.7116
68.68777,114.4842
66.96134,122.761
67.53562,123.3362
70.12917,131.9033
71.10272,130.4239
65.31898,112.9453
67.80949,131.0862
68.16393,131.1518
69.14416,123.9601
68.69462,130.1342
64.65699,111.5398
68.20571,133.0472
67.83951,133.1991
67.66798,118.3373
66.79704,122.6614
71.61624,140.3879
67.46212,139.4874
68.94879,134.6874
67.24519,111.6843
67.89908,128.0993
70.83539,151.0733
68.63272,128.2595
69.44148,139.7399
64.04389,103.6805
65.78822,134.2213
69.43162,145.1667
66.59033,119.8506
67.55168,118.5889
67.95057,132.93
65.38313,115.8133
69.7042,126.8603
65.04762,112.8743
65.52461,113.7172
67.29108,124.9753
65.67569,132.4576
66.84266,112.5571
70.83038,133.8104
73.38057,154.3189
68.86103,148.8058
67.83647,131.4485
67.21913,123.7812
68.38443,143.1785
65.02611,131.0273
69.14007,137.3179
67.86012,138.798
67.00791,114.4926
69.04489,125.9477
70.32482,136.9369
67.92821,140.6105
67.81543,120.4567
69.77845,122.691
69.44983,132.0852
69.75067,136.7792
65.4401,105.3289
70.00062,139.8029
66.74043,123.4565
66.5915,111.3977
67.09825,121.1429
70.53564,135.206
72.02569,124.1535
68.16218,130.9283
72.92955,141.9961
67.6002,120.1248
68.30339,113.878
69.95361,141.0113
68.47204,131.8399
70.27339,149.3882
64.7808,125.8367
66.39326,110.6721
68.12778,112.1998
69.57597,106.1963
67.63532,119.8268
65.75023,127.4329
65.00921,84.26295
72.76728,158.5479
65.89625,136.3139
66.64719,150.0087
68.87788,139.7284
66.52495,123.7826
68.2984,121.2823
65.10069,104.1238
67.52133,123.9019
68.41184,125.8553
69.41298,130.348
65.95292,130.1628
67.11625,111.0254
69.13512,125.715
69.68608,134.7518
68.79234,125.5644
67.50827,122.1101
63.99095,123.6623
67.25436,142.156
64.87945,124.8061
66.83788,142.0706
67.66967,103.1117
66.04055,121.2501
67.40001,121.7106
66.96213,126.4268
70.20609,126.7617
68.82166,125.858
70.5403,142.2364
67.4369,126.8241
69.20993,131.5479
67.68872,109.8541
66.88095,128.2978
68.7292,144.2782
69.89967,126.9552
67.91023,128.8423
68.01206,130.4737
65.45636,124.7121
65.82405,117.3282
71.87742,145.386
68.16672,107.975
69.64799,129.1334
68.88409,124.0698
70.41624,148.9906
73.58262,141.6525
67.33573,118.4924
70.97634,121.217
69.12623,136.913
69.0029,124.9629
66.26159,125.5437
66.87869,111.5493
70.78203,151.4922
66.17566,105.552
70.30886,134.2011
66.17,112.3456
69.69795,143.2327
68.65431,140.2481
68.38301,134.017
64.82273,112.1695
68.04474,134.0615
66.22794,114.482
68.91669,129.7441
67.70408,122.2612
67.71518,133.3581
66.30752,108.9388
66.46308,147.6569
67.18215,127.5982
67.77306,138.4305
67.99082,135.9919
68.53661,121.9863
67.23027,117.1627
67.57397,132.4176
69.47428,139.4867
67.62251,131.9704
67.33892,133.2337
69.96297,131.029
68.58748,124.3152
64.69989,107.3891
65.1243,107.6247
69.29465,137.8696
67.35986,117.0648
68.74487,132.2867
67.3335,128.6592
66.27357,144.6287
65.01169,115.4612
69.1402,119.6141
66.91329,119.7384
68.11275,106.676
64.90631,128.857
69.69246,135.3223
70.19514,134.2615
68.1466,126.907
72.45555,135.889
68.58571,122.5043
67.63027,126.2376
65.86211,112.0669
69.54452,146.005
66.36458,116.3494
69.16515,156.2241
67.3541,126.4415
65.36833,136.6826
63.23903,119.8366
69.01036,140.9219
66.6868,116.2576
69.51355,124.6651
68.81311,130.7308
64.68881,116.9304
69.18779,119.7962
67.46311,122.3789
69.5175,136.6971
65.90593,108.2655
67.01715,119.3356
67.16676,125.2779
68.55136,149.0059
68.16365,127.6326
66.14989,138.2484
68.71809,129.9713
69.55141,125.0764
65.90468,126.1104
68.8517,147.2738
68.64995,128.8615
67.39726,131.4489
66.50536,125.5915
67.33561,143.0319
67.91609,125.1615
71.55542,155.9414
68.74484,118.5521
67.11763,127.4499
69.28772,132.6966
68.90663,139.9702
66.98397,126.9148
70.98626,143.4517
69.73048,126.5238
66.92567,121.6816
71.02363,144.1068
67.8052,124.5172
70.78851,147.8683
69.50635,126.771
65.46423,124.8913
68.47164,143.6588
65.77657,121.8449
68.07938,142.0148
65.52728,119.5522
67.09127,111.4506
67.43443,120.3906
69.55913,135.0345
67.82414,127.065
68.42714,124.9955
68.95747,130.915
67.43558,121.5764
69.22084,141.1106
64.15953,112.875
64.4356,119.3601
66.07977,131.8414
67.92214,139.4335
68.17164,119.7833
66.1129,124.6016
67.00457,139.3125
70.69145,134.6101
67.16471,135.2937
68.16494,142.4759
69.49913,129.3703
71.21952,142.336
69.40605,128.4936
72.09895,144.037
70.39841,127.7709
71.94697,149.4261
68.29645,126.0144
67.26117,136.8449
68.24753,133.6979
65.58734,133.1199
69.21034,139.2897
62.91846,111.747
67.38543,127.1064
68.42976,124.3332
68.32099,129.2511
71.09886,134.4454
66.79895,105.8924
71.32373,137.6824
66.2377,127.8696
70.50405,111.7906
70.86344,143.7688
67.47328,137.1255
68.8827,143.8443
68.41749,121.6358
67.02639,109.3029
65.28297,121.8429
69.84827,129.8123
68.17108,110.079
69.07385,131.4765
67.25605,119.6419
68.09938,128.7844
65.48455,136.5241
67.20458,130.3198
66.06295,124.5018
70.80755,132.1319
68.48014,132.472
67.35451,131.093
67.07104,124.4466
64.2441,112.828
68.72983,131.9808
67.87931,113.0279
68.45079,127.9629
70.44997,140.0553
68.01553,120.2336
66.40117,126.7388
69.89895,128.7758
66.6851,123.8638
65.07932,126.1848
67.30216,137.5719
65.23795,115.1459
68.61698,126.5903
69.08622,118.9012
70.53984,145.7572
66.72257,122.5503
68.84986,128.6154
68.64678,126.5725
69.86252,142.5929
66.70728,129.9114
66.37854,130.6212
67.50147,140.3687
69.51862,136.2068
69.87822,134.6517
66.96253,110.8142
69.4322,121.8002
70.12298,145.3622
70.14303,135.6519
68.99586,118.7286
67.01129,127.7649
70.02623,131.5675
66.04072,99.27518
68.58614,124.1333
68.47043,120.0682
66.30036,141.6047
66.27818,111.2475
66.21723,117.6091
66.84523,112.124
67.31462,126.7645
69.41999,127.9808
70.12057,128.2378
66.89782,124.9394
69.26246,118.5224
70.7301,133.322
71.24135,129.6411
67.93484,121.858
66.33003,123.2428
64.98122,108.9518
66.55957,115.0486
69.78307,139.0177
64.63844,111.2536
65.828,135.4497
65.86675,128.6403
70.31177,134.6115
67.63565,140.0854
69.32375,132.5228
66.79719,113.3404
66.7498,134.2382
70.0784,133.6073
67.58887,124.922
69.06523,125.8677
68.84406,121.8554
68.44652,122.5025
65.7157,118.3454
67.43873,118.814
67.88187,127.862
64.48848,129.7648
68.26571,136.2651
65.70973,125.7159
65.33549,121.2849
67.19123,119.7814
66.81518,131.5526
68.88653,120.841
67.20049,119.9224
66.36915,120.7832
69.0494,137.1193
64.39356,96.18308
65.63039,122.1341
68.59547,117.342
69.90956,140.9595
71.48367,153.3153
68.06858,147.1991
67.73185,129.3353
66.85274,120.3874
68.82534,136.9041
68.04153,137.4699
70.79127,130.4978
69.01055,100.181
68.20646,130.3053
69.79458,120.7382
68.01618,121.4656
69.35365,136.1504
70.25969,127.8158
67.75219,110.8899
66.12327,113.5479
71.80484,140.1015
66.68738,117.3343
67.35174,122.898
68.60001,137.6571
67.45991,131.0766
66.25333,113.0559
70.98816,140.1896
70.21576,146.9626
67.01202,124.2022
68.50987,127.3332
68.99555,114.0398
68.07077,136.7048
70.02186,147.9327
65.93081,121.1675
70.01531,142.759
65.99934,133.4685
64.58247,122.8109
68.82771,105.6454
68.0387,138.3228
67.75147,129.3329
70.53877,153.2208
68.2653,124.3467
69.70995,151.1615
65.94586,106.4359
65.497,117.2034
71.0084,138.5358
69.44096,127.7445
68.58346,127.6423
67.99399,117.8776
67.13633,142.1095
64.03816,120.2204
70.1756,124.9662
68.35224,115.7327
71.18686,128.6857
69.6734,133.9095
69.37304,137.1683
65.74056,129.3787
67.55854,132.8552
67.69492,112.0235
66.64624,111.7542
70.42725,124.4965
70.66513,132.245
68.07198,139.8559
70.44551,132.4324
67.15214,118.8415
65.90771,133.5474
